country,Surface area (km2),Population in thousands (2017),"Population density (per km2, 2017)","Sex ratio (m per 100 f, 2017)",GDP: Gross domestic product (million current US$),"GDP growth rate (annual %, const. 2005 prices)",GDP per capita (current US$),Economy: Agriculture (% of GVA),Economy: Industry (% of GVA),Economy: Services and other activity (% of GVA),Employment: Agriculture (% of employed),Employment: Industry (% of employed),Employment: Services (% of employed),Unemployment (% of labour force),Agricultural production index (2004-2006=100),Food production index (2004-2006=100),International trade: Exports (million US$),International trade: Imports (million US$),International trade: Balance (million US$),"Balance of payments, current account (million US$)",Population growth rate (average annual %),Urban population (% of total population),Urban population growth rate (average annual %),"Fertility rate, total (live births per woman)",Refugees and others of concern to UNHCR (in thousands),Infant mortality rate (per 1000 live births,Health: Total expenditure (% of GDP),Health: Physicians (per 1000 pop.),Education: Government expenditure (% of GDP),Seats held by women in national parliaments %,Mobile-cellular subscriptions (per 100 inhabitants),Mobile-cellular subscriptions (per 100 inhabitants).1,Individuals using the Internet (per 100 inhabitants),Threatened species (number),CO2 emission estimates (million tons/tons per capita),"Energy production, primary (Petajoules)","Pop. using improved sanitation facilities (urban/rural, %)",Net Official Development Assist. received (% of GNI),Income Group
Afghanistan,0.037847257339211696,0.020853712326343376,-0.17754939506021566,0.21573035548385042,-0.20411556092340916,0.14904511062010847,-0.583915891345134,0.6523454712651497,0.19018222533180162,0.1420953142742493,1.212921775325521,0.051148632070943986,-0.24973647277008293,0.2350306215385164,0.410683155627781,0.3957500187479703,-0.30940253322902767,-0.2982649091528654,-0.021097102904080376,-0.12973330996459856,1.3819885364022146,-1.3044543553835892,1.3021948730136617,0.34154368520263295,1.418225000144781,1.299852796963142,0.48820397227058626,0.4230165855063686,0.48462347420958324,0.5669455077736066,-0.47304609914750007,-0.6393077682534982,-0.5297805497807737,-0.7472318081656075,-0.24276691752432264,-0.6240406801703872,1.0836565006961005,0.0,1
Albania,-0.3124757859670952,-0.22428898825357266,-0.15472673304829593,0.06006585664001789,-0.21003169101532188,0.31779488977567477,-0.43991503155534895,0.626724051231277,0.26013027715659065,0.10910391756296052,0.7123165282854157,0.3053138738415146,0.0039047723322690533,0.5375667202134371,0.5543386179069488,0.538469316847632,-0.3070552570075412,-0.29320895958245924,-0.029635509785507802,-0.04547090252047381,-1.0271665661563867,-0.08384190600739187,0.2116529659510219,0.17642017237067742,-0.2804667028498705,0.049329240719368665,0.4304696707314697,0.44948690960762516,0.48951866081776085,0.46162414523435563,0.21583160534426463,0.5331489990998822,-0.2322873728871311,0.021240376259779314,-0.24064382339737253,-0.3689848457222567,0.723607290984696,0.0,3
Algeria,1.0082845672980623,0.06437782125139105,-0.1936774095486389,0.0636036861591957,-0.10617375276070859,0.35829483677301066,-0.43263572596823663,0.3363479575140522,0.5528758273862633,0.08436037002949381,-0.0460260736664267,0.8013954300684115,0.3134330714402242,0.3526835488009855,0.9693432867134336,0.9666272111466172,-0.17651130365780812,-0.09840106432744565,-0.23547261504095762,-0.6075156397349781,0.5059321354718141,0.4449576241783877,0.5751669349719016,0.23604810755999467,-0.1777073164425626,0.35269699232665447,0.46310210203618773,0.41507548827599167,0.40385289517465267,0.6525191148367482,0.31731805288099774,-0.0019176347286604084,-0.21538435147271962,-0.7855082004933087,0.3473521500474762,-0.2126603020282412,0.6668805340675228,0.0,3
Angola,0.3711738100070556,-0.022354568579552255,-0.1908082748957119,-0.1415904259531293,-0.13790898880420963,0.33129487210812003,-0.40864272344449976,0.18261943731081562,0.9129787608546219,-0.09090642499922834,-0.20959016428349078,0.8963246167538054,0.3886656441400744,0.15099281635103845,1.2087690571787133,1.2044927079793868,-0.21833846188235156,-0.274284737802583,0.18386756881742122,-0.24107465983690704,1.6010026366348145,-0.6126414361931711,1.9080514880484616,0.3736510349199576,-0.23879833627372038,1.2257476973338817,0.36520480812203343,0.41507548827599167,0.40385289517465267,0.7973359883282184,-0.4853474867277102,-0.5519064455962464,-0.1781977043610143,0.5600542067189587,0.14535490882622318,-0.4594885289135288,0.6740932145002906,0.0,2
Argentina,1.2320561644393775,0.08658353888367608,-0.1941555986574601,-0.15220391451066323,0.21072044477567276,0.3110448986094521,0.01339419094803171,0.15984484172515093,0.3067623117064501,0.40808845025901597,-0.2641115278225121,0.5043589426979855,0.7089414536337221,0.14679092609166455,0.31491284744166914,0.30060382001486247,-0.04731330830015756,-0.05928059712463906,0.039458365665373106,-0.3636322675864919,-0.22411486530351957,1.2838801871046992,-0.5153749720907381,0.20394075784267,-0.28475775415039545,0.028487181448639102,0.40285761347363125,0.5156627198607665,0.5335753402913593,0.8126953536985257,0.7924591481666122,0.6631851132972574,0.19366876675603895,-0.5146291163280383,0.07104661438296941,0.034167924857046374,0.666100784831548,0.0,0
Australia,3.989023905830169,-0.0624572072971195,-0.19980692448898307,-0.031917710858610907,0.6163681155387871,0.3110448986094521,1.5895502247738793,0.06020598603786795,0.2730836200871071,0.509124602687338,-0.24676382124191443,0.39411859686978623,0.7734265159478794,0.10477202349792558,0.18721910319351995,0.173742221704052,0.566969810321667,0.5551297831860441,0.012284206411248961,-1.2670272806614606,0.14090863508414728,1.188457715492228,-0.21244666457333816,0.18559370086134158,-0.22468303594304623,-0.19845968616597162,0.5183262165518646,0.5050745902202638,0.5311277469872705,0.5888874583026174,0.6217773954911975,0.9872095290021914,2.533046930510592,-0.332080168303617,1.2958697261925194,1.1613501609665262,-1.2639735115152932,0.0,0
Austria,-0.2815346514405432,-0.18062952446317412,-0.15511797868278598,-0.1415904259531293,0.037637887970506136,0.26379496044589357,1.2795906234203538,0.02604409265937093,0.31971565463696655,0.4946908666261493,-0.19719894529734955,0.5288567973264744,0.6358583830110107,0.13418525531354286,0.139333949100464,0.1261691223374981,0.36145739400116506,0.370952699243919,-0.04519629150576415,0.13264932373099483,-0.516133665613653,0.2580886172706309,-0.878888941111618,0.1626598796346811,-0.10250099628073066,-0.212354392346458,0.563509582973782,0.5527211736025256,0.5384705268995369,0.6305771643077376,1.0000450635826574,0.9722873519631486,-0.27285462428171875,0.5718315582044051,-0.19808084113803942,0.6347832769445795,-1.2639735115152932,0.0,0
Bahrain,-0.3281795778624809,-0.23509481833741744,0.6525434261161787,2.4091846573742224,-0.19675784431465623,0.3279198765250087,0.35768092376944666,-0.002424151822709927,0.6409585593137755,0.2596271650582159,-0.28889396579479454,0.7677108799542394,0.5477287978483288,-0.07170736739577813,1.0810753129305641,1.061773409879725,-0.2561510326010987,-0.24692015697601596,-0.017464346877476413,0.00522917643923809,0.5059321354718141,1.1646020975891098,-0.0912753415663782,0.19476722935200583,-0.28995218467208356,-0.12898615526353976,0.40787798752051097,0.43889877996712245,0.4699379143850504,0.12371810708759186,1.4290559554424842,1.1769343513557387,-0.5500641754780675,-0.7855082004933087,-0.1519793686671228,2.732823205469524,-1.2639735115152932,0.0,0
Bangladesh,-0.24577971560238418,0.9919496740714463,0.3487194550660702,0.052990197601661744,-0.08605321729976088,0.4527947131001278,-0.5588646260315109,0.43029316430491904,0.31453431746475996,0.2039541831079159,0.6924905779075898,0.32981172847000334,0.0039047723322690533,0.04174366960731712,0.6660706441240793,0.6336155155807398,-0.14838590464678286,-0.07299273646817474,-0.22823570736591192,0.03900761779219192,-0.07810546514845287,-1.0022831952774298,1.0598522269997417,0.1993539935973379,-0.02729467611889873,0.4823809166778606,0.35265387300483414,0.4256636179164942,0.45035716795233993,0.404575073858928,-0.13783328758677527,-0.5092716540561234,-0.16129468294660276,-0.48518573761442196,-0.1037548020692561,-0.5746750347933297,0.6900780738377759,0.0,2
Belgium,-0.31147665276575887,-0.16037893266373504,-0.037092212278286886,-0.10267430124217128,0.09059772361972815,0.28066993836145016,1.1150714620080375,0.008963145970122413,0.1616848708846653,0.6328423403546712,-0.2839374782003381,0.39411859686978623,0.8056690471049581,0.22242495076039476,0.139333949100464,0.1103114225486468,1.537563870612228,1.39690176129907,0.37122624578006663,0.022777541364764967,-0.516133665613653,1.5264123024530645,-0.8183032796081381,0.1810069366160095,-0.21835938139490418,-0.2077228236196292,0.5484484608331428,0.49448646057976126,0.5653940532445138,0.7929475982224162,0.3588352359642068,0.9978682268872221,-0.5466835711951852,-0.1436425445364722,-0.19656434533307507,0.9474323643326105,-1.2639735115152932,0.0,0
Benin,-0.2641946386002724,-0.162281420493389,-0.15811752854720973,-0.024842051820254767,-0.21210901244179828,0.40554477493656926,-0.5772364108211151,0.6494986468169417,0.23163292270945435,0.11322784215187154,0.7569249166355242,0.057273095728066145,0.13932340319199948,-0.08431303817389982,0.8416495424652845,0.9190541117800632,-0.31428337743561063,-0.30257233939540945,-0.022670343703003352,-0.03818789885064307,1.089969736092081,-0.6166173725103575,1.1204378885032218,0.33695692095730084,-0.28950049506150194,1.2790107376924127,0.39783723942675153,0.41772252068611726,0.51154700055456,0.11713552192888867,-0.1040044717411977,-0.6712838619085905,-0.3742727527681878,0.33039585275275113,-0.23943062675340104,-0.5253093894162721,0.7651289378003587,0.0,1
Botswana,-0.0019294702897196775,-0.22908656625878698,-0.19945915059165858,-0.08852298316545901,-0.20810008707879407,0.21992001786544632,-0.338099011559977,0.05735916158965986,0.45183975252823466,0.36684920436990487,0.3232322521205815,0.20119799167043748,0.4144596690657372,0.6552196474759063,0.1712573851625013,0.15788452191520072,-0.28209681797788655,-0.28662382635451883,0.026500582357880224,0.0051427312918217016,0.3599227353167474,-0.08384190600739187,-0.33361798758029815,0.23146134331466256,-0.28724204700859407,0.5263808195827342,0.4179187356142704,0.4256636179164942,0.40385289517465267,0.16760200814561313,1.1784151834957035,-0.23001376946831814,-0.5771090097411259,-0.2408056942914062,-0.24438451304961797,-0.3031639852195133,0.6748729637362655,0.0,3
Brazil,4.451379530478004,1.3274643064172957,-0.1903300857868907,-0.12743910787641752,0.9835301028170611,0.10179517245654991,-0.24522466946943347,0.13707024613948626,0.17463821381518177,0.5276822633374381,0.06301665341161597,0.4033052923554695,0.4961407479970032,0.39470245139472454,0.5703003359379675,0.5701847164253346,0.5465010027950143,0.31700879406357285,0.6910517980120267,-1.291577702527715,-0.29711956538105294,1.0413480717563344,-0.3942036490837782,0.1810069366160095,-0.2439927667954085,0.07711865308034144,0.4907141592940262,0.465369104068379,0.550708493419981,0.1939323487804259,0.5264416417445691,0.44361593686562417,2.6750323103916487,0.9339851163818864,0.8577035382781496,-0.1632946566511837,0.6670754713765167,0.0,3
Bulgaria,-0.26630572847118583,-0.19304457350174595,-0.17281097570916945,-0.19819569825997788,-0.184675492252733,0.33129487210812003,-0.31726794401168973,0.13422342169127816,0.3015809745342435,0.4287080732035715,-0.15259055694724116,0.6452216068117957,0.5154862666912502,0.2140211702416469,0.28298941137963185,0.30060382001486247,-0.1946933797861477,-0.1820515433233753,-0.03077968491199724,-0.014826097761364058,-1.3921900665440534,0.5721875863283498,-1.3029885716359781,0.1672466438800132,-0.2523490245911676,-0.0965651741757382,0.4932243463174661,0.5209567846810178,0.5042042206422936,0.38043892827701625,0.5679588248277784,0.3924541870174767,-0.320183084242071,0.22439968938373223,-0.2012149324682991,0.18226486098821892,-1.2639735115152932,0.0,3
Burkina Faso,-0.17539302681138863,-0.10199586740905811,-0.17068086058805695,-0.024842051820254767,-0.21035430276051037,0.36841982352234465,-0.5844343115782361,0.9711898094644552,0.15132219654025214,-0.055853065993483844,1.6689186340155175,-0.10502519118567168,-0.5377697511066521,-0.004477123245795766,0.5064534638138929,0.538469316847632,-0.3067897912443969,-0.29766333840470627,-0.014947161599199649,-0.04062997426515605,1.2359791362471477,-1.1772243932336275,2.4533224415797816,0.3553039779386292,-0.2534782486176215,1.211852991153395,0.40787798752051097,0.41507548827599167,0.5042042206422936,0.20051493393912911,-0.18088814411751072,-0.5732238413663078,-0.566967196892479,-0.22608400493459802,-0.2367009343044652,-0.5911302499190155,0.843493736015835,0.0,1
Burundi,-0.31299106926980685,-0.16462757149280413,-0.01726910013079089,-0.11682561931888305,-0.2160000083013092,0.09167018570721594,-0.6001368748370747,1.0224326495322007,-0.05334062176190847,0.06992663396830487,1.9440036955078523,-0.1754565232425768,-0.7269259338948469,-0.05489980635828254,0.15529566713148266,0.34817691938141637,-0.3156200208395126,-0.3117795863424252,0.001900817138357316,-0.027166142555053528,1.2359791362471477,-1.8849410576927907,2.3321511185728214,0.3736510349199576,-0.17386795475261924,1.5129049583972662,0.4706326631065073,0.41507548827599167,0.5360229335954481,0.7578404773759992,-0.7098478100665442,-0.7117869138717073,-0.46554906840600996,-0.49696308909986847,-0.24347461556663935,-0.6158130726075443,0.8980761825340772,0.0,1
Cambodia,-0.22699545010647385,-0.1259687180056462,-0.16176915446911688,-0.17343089162573166,-0.20562017872659924,0.46629469543257307,-0.5609725826818106,0.791839869227346,0.3482130090841028,-0.08472053811586173,0.7370989662576981,0.3451228876128088,-0.045533775441918146,-0.11372626998951711,1.2087690571787133,1.220350407768238,-0.25469795684494045,-0.2443301882587507,-0.021082800714999256,-0.054871812302006065,0.2139133351616807,-1.543010534414768,0.4539956119649418,0.2222878148239984,-0.29006510707472893,0.40364424832177115,0.4254492966845899,0.4203695530962429,0.45035716795233993,0.404575073858928,0.6248527423862498,-0.4112116335138406,0.19028816247315664,0.7897125606851662,-0.23114044968626252,-0.5253093894162721,0.7432959591930619,0.0,2
Cameroon,-0.06162487251562919,-0.06544253404958045,-0.17907090586101032,-7.72451860085347e-05,-0.19859456244377566,0.4257947484352372,-0.558461886346291,0.6352645245759012,0.31971565463696655,0.055492897907116076,1.2178782629199771,0.011339618299649773,-0.22824145199869716,0.0669550111635605,0.8895346965583404,0.9507695113577659,-0.30627283160037905,-0.292152766665844,-0.030507943319456,-0.04441194946462305,1.016965036014548,-0.2031199955229812,1.0598522269997417,0.3277833924666366,0.32491029773208296,1.274379168965584,0.38528630430955224,0.41507548827599167,0.47728069429731684,0.6415481395722429,-0.31620340749982156,-0.3749720607047361,1.9482023895719538,0.37750525869453716,-0.2078875140101423,-0.549992212104801,0.7109363659001041,0.0,2
Canada,5.275890629827747,0.029080280253779824,-0.19945915059165858,-0.06022034701203495,0.8345709070339417,0.26041996486278224,1.2405120205598175,0.040278214900411356,0.32748766039527644,0.4781951682705046,-0.2616332840252839,0.34206065578424766,0.8228650637220669,0.17200226764790794,0.15529566713148266,0.1420268221263494,1.4950800339209593,1.5357727612615155,-0.1917651252090611,-1.1662538500608057,-0.22411486530351957,0.886286555386068,-0.3942036490837782,0.1718334081253453,-0.11447077096114235,-0.17993341125865644,0.5434280867862632,0.48125129852913295,0.5335753402913593,0.5362267770329918,-0.16089838929966915,1.0703473725054313,-0.2593322071501895,0.31567416339594295,1.6996620091943635,2.000566132376504,-1.2639735115152932,0.0,0
Chad,0.3921107023721372,-0.13427800279524152,-0.19606835509274478,-7.72451860085347e-05,-0.21107001285067648,0.4527947131001278,-0.5800684420118634,0.7121287846775195,0.5969171933500195,-0.2228720118443838,1.584658344909757,-0.19382991421394333,-0.4023511202469219,0.11737769427604727,0.7458792342791726,0.8080502132581041,-0.3069248527730142,-0.30835384757809914,0.01793357109829056,-0.021201427383322716,1.4549932364797478,-1.4714436807054145,0.9386809039927817,0.38741132765595393,0.2880975944696847,1.8232200630947955,0.37273536919235295,0.41507548827599167,0.47238550768913923,0.24001044489134826,-0.8021082169181197,-0.7586851845658424,-0.5263999454978914,-0.6912893886097364,-0.2200194804498572,-0.6158130726075443,0.7777998628849507,0.0,1
Chile,0.09579586039514443,-0.11055330278513002,-0.19063438794704962,-0.0708338355695689,-0.054652792605258,0.3076699030263408,-0.03580431761983798,0.10006152831278115,0.43629574101161483,0.34829154371980475,-0.07576499923316564,0.44617653795532475,0.588569337313962,0.15939659686978624,0.18721910319351995,0.173742221704052,-0.037295468712027845,-0.04461329201303392,0.024526880264685944,-0.1219532466971236,-0.29711956538105294,1.192433651809414,-0.4547893105872581,0.1810069366160095,-0.28622574538478557,-0.11740723344646778,0.4781632241768269,0.41507548827599167,0.5237849670750041,0.3058362964783802,0.5710341717228307,0.5544663948699438,-0.005786885934016877,-0.12008784156557921,-0.19454235092645591,0.034167924857046374,0.6662957221405418,0.0,0
China,5.059971209289519,10.352844011151408,-0.13594694259277346,0.21573035548385042,7.3448549145091615,0.4629196998494618,-0.26318514564434503,0.25094322406780967,0.6513212336581887,0.06786467167384944,0.35544942148454867,0.47679885624093565,0.1930609551204639,0.0669550111635605,0.5224151818449115,0.5226116170587807,9.552524820641356,6.980869723579896,7.59331685293772,7.125672746553457,-0.5891383656911864,-0.15540875971674536,0.6963382579788617,0.1718334081253453,0.050283014498486454,-0.020144290183063192,0.4204289226377102,0.45478097442787646,-2.0192644758732636,0.4791777056575641,0.012858710270798221,0.2560228540890832,2.979286695851056,-0.16130857176464206,10.00176884333193,0.05062313998273222,0.6659058475225543,0.0,3
Colombia,0.3122631202617462,0.12264057107020054,-0.18198351225110293,-0.12036344883806137,-0.019894765840032747,0.3346698676912314,-0.3511452066822589,0.18261943731081562,0.4673837640448545,0.2637510896471271,0.02088650885873585,0.2532559327559761,0.6401573871652879,0.3148665364666205,0.23510425728657589,0.23717302085945724,-0.1716071729807739,-0.10877930776896964,-0.18808946261521378,-0.4279906798379932,-0.22411486530351957,0.6715859942580076,-0.0912753415663782,0.18559370086134158,7.757575762254516,0.1257501247120437,0.46310210203618773,0.41507548827599167,0.5139945938586489,0.36946795301251095,0.3588352359642068,0.3754002704014274,2.151038646544892,0.7455474926147416,0.2947802954753783,-0.4101228835364713,0.6750679010452592,0.0,3
Congo,-0.13664405923394424,-0.2067605331906345,-0.1945033725547846,-0.003615074705186855,-0.21209749059375582,0.2705449516121162,-0.5318639292628341,0.12283612389844584,1.400024455042042,-0.43525412817330594,0.6949688217048181,0.5349812609835964,-0.1422613689131541,0.35688543906035947,0.10741051303842672,0.0944537227597955,-0.3043633410233762,-0.26967881825751727,-0.0946532613482701,-0.019061909984767096,0.9439603359370143,0.2342329993675133,0.8175095809858218,0.32319662822130457,-0.2284094752303442,0.7880644526485608,0.4128983615673906,0.41507548827599167,0.40385289517465267,0.1215239120346908,0.2973282980631564,-0.6542299452925413,-0.2187649557556019,1.116534064406308,-0.1836235811307125,-0.4677161364763717,0.686374264966895,0.0,2
Costa Rica,-0.2999293672500898,-0.2094300319239434,-0.15942168066217657,-0.003615074705186855,-0.18196108040508605,0.35491984118989933,-0.1386828848698326,0.13422342169127816,0.14355019078194223,0.5565497354598159,-0.026200123288600777,0.32981172847000334,0.6272603747024563,0.2350306215385164,0.4426065916898183,0.45918081790337545,-0.27004839816640747,-0.24428885897070923,-0.06835153562809415,-0.07293884811203127,-0.15111016522598614,0.6874897395267524,0.5145812734684219,0.18559370086134158,-0.2789987116154804,-0.07340733054159426,0.5158160295284248,0.44683987719749946,0.5800796130690465,0.7293159416882854,0.8970209425983977,0.45853811390466714,0.47763952651815234,0.7632135198429114,-0.23801523066876765,-0.3031639852195133,0.6701944683204162,0.0,3
Cyprus,-0.32341966238645165,-0.23744848905157429,-0.14568461171785918,-7.72451860085347e-05,-0.2045960897623559,0.2874199295276728,0.3294762924098467,0.05451233714145178,-0.13883268510331734,0.8411005320946824,-0.21206840808071903,0.2563181645845371,0.8400610803391755,0.3064627559478727,-0.3075941557680581,-0.31784647175033837,-0.30725086335933177,-0.2843231626535438,-0.057910937598878026,-0.031510011212727056,-0.29711956538105294,0.293872044125308,-0.5759606335942181,0.1626598796346811,-0.2721104450541114,-0.1915123330757284,0.4681224760830675,0.48125129852913295,0.5531560867240698,0.3519143925893024,0.04668752611637599,0.7122151235683987,-0.42836242129430463,-0.25847172151957604,-0.24863070130351816,-0.07279097345991158,-1.2639735115152932,0.0,0
